beginTS,endTS,duration,n_interr,interr_dur,drifting
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.25,7.25,0,0.0,0
23.0,6.0,7.0,0,0.0,0
23.0,6.25,7.25,0,0.0,1
23.0,6.25,7.25,0,0.0,1
23.0,6.25,7.25,0,0.0,1
23.0,6.25,7.25,0,0.0,1
23.0,6.25,7.25,0,0.0,1
23.0,6.25,7.25,0,0.0,1
23.0,6.25,7.25,0,0.0,1
23.0,6.25,7.25,0,0.0,1
23.0,6.25,7.25,0,0.0,1
23.0,6.25,7.25,0,0.0,1
23.0,6.25,7.25,0,0.0,1
23.0,6.25,7.25,0,0.0,1
23.0,6.25,7.25,0,0.0,1
23.0,6.25,7.25,0,0.0,1
23.0,6.25,7.25,0,0.0,1
23.0,6.25,7.25,0,0.0,1
23.0,6.25,7.25,0,0.0,1
23.0,6.25,7.25,0,0.0,1
23.0,6.25,7.25,0,0.0,1
23.0,11.6,10.35,1,2.25,1
22.016666666666666,6.0,7.9833333333333325,0,0.0,1
22.0,6.0,8.0,0,0.0,1
22.0,9.916666666666666,11.1,1,0.8166666666666667,1
22.05,6.0,7.95,0,0.0,1
22.066666666666666,6.25,8.183333333333334,0,0.0,1
22.0,6.0,8.0,0,0.0,1
22.0,10.25,11.1,1,1.15,1
22.016666666666666,6.0,7.9833333333333325,0,0.0,1
19.483333333333334,6.25,10.35,1,0.4166666666666667,1
22.0,6.0,8.0,0,0.0,1
22.0,6.0,8.0,0,0.0,1
18.766666666666666,6.25,11.066666666666665,1,0.4166666666666667,1
22.0,6.0,8.0,0,0.0,1
22.0,6.0,8.0,0,0.0,1
22.0,6.0,8.0,0,0.0,1
22.0,6.0,8.0,0,0.0,1
21.78333333333333,6.0,8.216666666666667,0,0.0,1
22.0,6.0,8.0,0,0.0,1
22.0,6.0,8.0,0,0.0,1
22.0,6.25,8.25,0,0.0,1
18.83333333333333,6.25,46.03333333333333,7,13.383333333333333,1
22.016666666666666,6.0,7.9833333333333325,0,0.0,1
18.216666666666665,11.45,14.616666666666667,2,2.6166666666666667,1
22.03333333333333,6.0,7.966666666666668,0,0.0,1
22.016666666666666,6.25,8.233333333333333,0,0.0,1
22.016666666666666,6.0,7.9833333333333325,0,0.0,1
22.016666666666666,6.0,7.9833333333333325,0,0.0,1
22.03333333333333,6.25,8.216666666666667,0,0.0,1
21.86666666666667,12.0,13.5,1,0.6333333333333333,1
